cdscode,county,district,school,latitude,longitude,graduation_rate,low_grad_rate,still_enrolled_rate,chronicabsenteeismrate,unexcused_absences_percent,met_uccsu_grad_reqs_rate,percent__eligible_free_k12,frpm_count_k12,stu_tch_ratio,pct_experienced,cohortstudents,pct_senior_cohort,stu_adm_ratio,grade_retention_ratio,pct_bachelors_plus,stu_psv_ratio,pct_bachelors
19645351932763,Los Angeles,El Segundo Unified,El Segundo High,33.924213,-118.41588,100.0,0,0.0,0.0,32.2,67.3,0.12890922959572845,177.0,24.2,0.9523809523809523,297.0,0.4698703279938978,655.5,0.8397790055248618,0.23809523809523808,327.8,0.047619047619047616
19645681932144,Los Angeles,Glendale Unified,Crescenta Valley High,34.223671,-118.24220,98.6,0,0.2,1.1,18.8,69.5,0.16659991990388467,478.0,22.9,0.8861788617886179,635.0,0.5166199439327193,430.5,1.020967741935484,0.04878048780487805,367.2,0.0975609756097561
19645681933530,Los Angeles,Glendale Unified,Glendale High,34.146175,-118.23259,89.3,1,2.3,3.5,23.3,38.0,0.4882292732855681,1053.0,20.1,0.8818181818181818,525.0,0.5174002047082907,348.9,1.0635593220338984,0.045454545454545456,310.2,0.1
19645681934082,Los Angeles,Glendale Unified,Herbert Hoover High,34.165339,-118.27045,94.9,0,0.6,2.1,9.7,39.1,0.4348441926345609,739.0,18.3,0.8764044943820225,356.0,0.4971671388101983,403.4,1.0206489675516224,0.07865168539325842,300.4,0.1797752808988764
19645681996131,Los Angeles,Glendale Unified,Anderson W. Clark Magnet High,34.236926,-118.25305,99.3,0,0.0,0.1,12.2,90.3,0.4072208228379513,629.0,25.2,0.9090909090909091,270.0,0.4643157010915197,626.8,0.8055555555555556,0.12727272727272726,397.0,0.09090909090909091
19645761933597,Los Angeles,Glendora Unified,Glendora High,34.136125,-117.83549,97.6,0,0.2,3.6,24.4,64.8,0.27741935483870966,973.0,25.0,0.9292035398230089,577.0,0.5036559139784946,465.0,1.0745454545454545,0.24778761061946902,230.2,0.12389380530973451
19646341934231,Los Angeles,Inglewood Unified,Inglewood High,33.939657,-118.33363,84.1,1,0.0,21.5,45.2,52.8,0.830952380952381,756.0,25.0,1.0,189.0,0.5166666666666667,215.4,0.8604651162790697,0.2727272727272727,210.0,0.01818181818181818
19646831930080,Los Angeles,Las Virgenes Unified,Agoura High,34.151040,-118.74948,95.1,0,0.6,1.6,6.8,70.9,0.1264674493062967,278.0,25.3,0.9239130434782609,494.0,0.5,480.5,1.072494669509595,0.22826086956521738,288.3,0.043478260869565216
19646831931781,Los Angeles,Las Virgenes Unified,Calabasas High,34.138162,-118.62343,95.9,0,0.2,2.8,19.6,63.9,0.12196438208310847,269.0,28.1,0.8888888888888888,460.0,0.521856449001619,475.1,1.1103603603603605,0.24691358024691357,261.0,0.04938271604938271
19647250127381,Los Angeles,Long Beach Unified,"Ernest S. McBride, Sr. High",33.829473,-118.09678,91.3,0,0.0,6.9,55.0,85.6,0.34214002642007924,276.0,25.4,0.8536585365853658,160.0,0.47820343461030385,378.5,0.9796954314720813,0.14634146341463414,168.2,0.14634146341463414
19647250132324,Los Angeles,Long Beach Unified,Eunice Sato Academy of Math & Science,33.780885,-118.10513,100.0,0,0.0,3.1,35.7,89.3,0.26021505376344084,132.0,24.9,0.9166666666666666,84.0,0.4236559139784946,465.0,0.6956521739130435,0.16666666666666666,232.5,0.16666666666666666
19647250135525,Los Angeles,Long Beach Unified,Richard D. Browning High,33.795479,-118.15457,93.3,0,0.0,21.5,54.4,50.6,0.6422018348623854,215.0,18.8,0.8148148148148148,89.0,0.5657492354740061,163.5,1.5396825396825398,0.25925925925925924,130.8,0.18518518518518517
19647251934470,Los Angeles,Long Beach Unified,Jordan High,33.872497,-118.18592,83.6,1,0.9,25.2,79.9,50.1,0.6388768898488121,1523.0,23.1,0.8512396694214877,432.0,0.4872570194384449,578.8,0.8562300319488818,0.2727272727272727,257.2,0.09917355371900827
19647251934678,Los Angeles,Long Beach Unified,Lakewood High,33.837900,-118.12318,92.2,0,0.4,15.7,58.5,57.8,0.4763479986768111,1519.0,23.7,0.9144736842105263,678.0,0.48891829308633805,604.6,0.9463350785340314,0.27631578947368424,241.8,0.09210526315789473
19647251935758,Los Angeles,Long Beach Unified,Millikan High,33.807320,-118.11170,94.2,0,0.5,7.2,61.5,70.9,0.2725097218067604,971.0,24.3,0.8765432098765432,886.0,0.4786120251271313,692.1,0.926052332195677,0.3148148148148148,303.9,0.08641975308641975
19647251936947,Los Angeles,Long Beach Unified,Polytechnic High,33.787163,-118.18496,87.7,1,1.8,18.3,76.2,61.6,0.5187362233651727,2212.0,24.5,0.8385416666666666,970.0,0.4795493509674259,680.5,0.940566037735849,0.234375,340.3,0.15625
19647251939875,Los Angeles,Long Beach Unified,Wilson High,33.778903,-118.14152,88.4,1,0.9,15.9,77.5,66.0,0.486752253482655,1833.0,24.5,0.8628571428571429,904.0,0.48565965583174,732.2,0.9229074889867841,0.2571428571428571,254.2,0.18285714285714286
19647251995539,Los Angeles,Long Beach Unified,California Academy of Mathematics and Science,33.867102,-118.25869,100.0,0,0.0,1.6,24.0,97.5,0.30434782608695654,224.0,26.6,0.9333333333333333,159.0,0.49025487256371814,333.5,0.9252873563218391,0.13333333333333333,351.1,0.06666666666666667
19647251995935,Los Angeles,Long Beach Unified,Cabrillo High,33.793514,-118.21559,86.4,1,1.3,22.9,83.7,37.6,0.671866874674987,1323.0,21.8,0.8363636363636363,462.0,0.4763390535621425,320.5,0.8463114754098361,0.35454545454545455,183.1,0.08181818181818182
19647251996503,Los Angeles,Long Beach Unified,Renaissance High School for the Arts,33.776825,-118.19041,95.2,0,1.2,34.3,65.0,74.7,0.49780701754385964,234.0,22.2,0.7878787878787878,83.0,0.4956140350877193,456.0,0.8956521739130435,0.2727272727272727,175.4,0.24242424242424243
19647330102913,Los Angeles,Los Angeles Unified,Middle College High,33.929468,-118.24623,100.0,0,0.0,2.7,52.9,81.9,0.8537859007832899,353.0,23.2,0.9130434782608695,105.0,0.5013054830287206,255.3,1.010989010989011,0.0,191.5,0.21739130434782608
19647330102921,Los Angeles,Los Angeles Unified,Dr. Richard A. Vladovic Harbor Teacher Preparation Academy,33.783613,-118.28126,100.0,0,0.0,0.7,25.3,98.4,0.4469525959367946,274.0,24.6,0.9523809523809523,125.0,0.5169300225733634,221.5,0.9210526315789473,0.0,274.7,0.23809523809523808
19647330107003,Los Angeles,Los Angeles Unified,Northridge Academy High,34.244990,-118.52333,94.1,0,3.0,8.5,49.9,47.1,0.6353944562899787,680.0,22.3,0.86,237.0,0.4445628997867804,469.0,0.7756653992395437,0.0,268.0,0.4
19647330109447,Los Angeles,Los Angeles Unified,Santee Education Complex,34.028729,-118.26211,85.2,1,3.6,40.2,68.0,54.5,0.9615832363213038,1680.0,20.2,0.8636363636363636,420.0,0.43247962747380675,286.3,0.5867620751341681,0.0,202.1,0.35454545454545455
19647330109454,Los Angeles,Los Angeles Unified,South East High,33.946064,-118.22330,91.3,0,0.7,23.0,76.8,50.9,0.9005263157894737,1794.0,20.9,0.8482142857142857,437.0,0.45210526315789473,316.7,0.7790055248618785,0.0,316.7,0.5178571428571429
19647330109462,Los Angeles,Los Angeles Unified,Maywood Academy High,33.983116,-118.18846,74.8,1,5.8,26.5,86.3,38.6,0.9306243805748265,971.0,20.0,0.8181818181818182,294.0,0.4529236868186323,504.5,0.745928338762215,0.0,183.5,0.48484848484848486
19647330112029,Los Angeles,Los Angeles Unified,School of Business and Tourism at Contreras Learning Complex,34.058064,-118.26170,74.0,1,7.3,22.1,73.9,59.2,0.9740566037735849,418.0,19.5,0.8846153846153846,96.0,0.4693396226415094,282.7,0.7073170731707317,0.0,424.0,0.5384615384615384
19647330112037,Los Angeles,Los Angeles Unified,East Valley Senior High,34.170560,-118.37036,78.9,1,4.7,27.6,69.2,49.5,0.9141104294478528,460.0,18.1,0.8529411764705882,128.0,0.4560327198364008,244.5,0.6992481203007519,0.0,195.6,0.4117647058823529
19647330112045,Los Angeles,Los Angeles Unified,Arleta High,34.250962,-118.44273,94.6,0,0.7,18.5,67.2,69.6,0.8730017761989343,1047.0,19.4,0.9473684210526315,299.0,0.5150976909413855,281.5,1.0601503759398496,0.0,173.2,0.4868421052631579
19647330112052,Los Angeles,Los Angeles Unified,Panorama High,34.216528,-118.44883,83.9,1,1.8,26.0,77.0,56.3,0.9574769666902906,1384.0,22.6,0.7582417582417582,218.0,0.46279234585400425,282.2,0.7356948228882834,0.0,201.6,0.46153846153846156
19647330112870,Los Angeles,Los Angeles Unified,Contreras Learning Center-Los Angeles School of Global Studies,34.058064,-118.26170,62.9,1,8.2,31.2,81.1,47.5,0.9666666666666667,323.0,19.2,0.8181818181818182,97.0,0.5333333333333333,414.0,1.0108695652173914,0.0,274.7,0.45454545454545453
19647330114850,Los Angeles,Los Angeles Unified,West Adams Preparatory High,34.040010,-118.28968,86.7,1,1.4,29.8,86.3,67.6,0.9534467323187108,1091.0,18.2,0.8313253012048193,285.0,0.4306177260519248,186.2,0.529113924050633,0.0,159.6,0.4457831325301205
19647330117051,Los Angeles,Los Angeles Unified,Edward R. Roybal Learning Center,34.061984,-118.25456,85.7,1,3.2,21.7,83.6,61.4,0.9415983606557377,946.0,19.1,0.8095238095238095,154.0,0.4047131147540984,488.0,0.5357142857142857,0.0,195.2,0.3333333333333333
19647330117069,Los Angeles,Los Angeles Unified,Helen Bernstein High,34.095068,-118.31357,69.3,1,5.1,26.8,81.2,45.1,0.9090909090909091,637.0,17.7,0.8723404255319149,176.0,0.46515151515151515,220.0,0.8763440860215054,0.0,330.0,0.40425531914893614
19647330117721,Los Angeles,Los Angeles Unified,Contreras Learning Center-Academic Leadership Community,34.058064,-118.26170,88.3,1,1.8,24.0,83.3,81.6,0.9838383838383838,491.0,23.3,0.8214285714285714,111.0,0.4121212121212121,247.5,0.5882352941176471,0.0,495.0,0.32142857142857145
19647330117747,Los Angeles,Los Angeles Unified,Los Angeles High School of the Arts,34.059692,-118.29547,86.1,1,4.6,15.6,81.1,80.6,0.9095022624434389,416.0,17.2,0.78125,108.0,0.4660633484162896,294.7,0.8461538461538461,0.0,221.0,0.3125
19647330117762,Los Angeles,Los Angeles Unified,School for the Visual Arts and Humanities,34.059692,-118.29547,75.5,1,3.9,17.4,57.2,64.9,0.9407894736842105,434.0,18.5,0.78125,102.0,0.4517543859649123,228.0,0.751937984496124,0.0,228.0,0.34375
19647330119727,Los Angeles,Los Angeles Unified,Ramon C. Cortines School of Visual and Performing Arts,34.059537,-118.24492,94.6,0,0.8,12.1,73.2,66.3,0.5772925764192139,703.0,18.5,0.8918918918918919,257.0,0.5039301310043668,381.7,1.0,0.0,286.3,0.3783783783783784
19647330119966,Los Angeles,Los Angeles Unified,Felicitas and Gonzalo Mendez High,34.048813,-118.22762,91.7,0,0.0,18.9,84.8,60.2,0.9217289719626168,824.0,17.1,0.9230769230769231,230.0,0.508177570093458,342.4,1.144278606965174,0.0,214.0,0.2923076923076923
19647330122358,Los Angeles,Los Angeles Unified,Humanitas Academy of Art and Technology at Esteban E. Torres High No. 4,34.041554,-118.17547,91.5,0,3.7,20.9,55.7,50.7,0.9292682926829269,395.0,16.9,0.7857142857142857,82.0,0.47073170731707314,273.3,0.7920792079207921,0.0,273.3,0.14285714285714285
19647330122374,Los Angeles,Los Angeles Unified,East Los Angeles Renaissance Academy at Esteban E. Torres High No. 2,34.041554,-118.17547,88.9,1,0.0,26.7,69.0,70.5,0.9569377990430622,408.0,18.6,0.6923076923076923,99.0,0.40669856459330145,278.7,0.6973684210526315,0.0,209.0,0.38461538461538464
19647330122382,Los Angeles,Los Angeles Unified,Engineering and Technology Academy at Esteban E. Torres High No. 3,34.041554,-118.17547,87.8,1,1.0,26.4,80.3,43.0,0.925207756232687,346.0,19.5,0.7727272727272727,98.0,0.4515235457063712,240.7,0.735632183908046,0.0,180.5,0.5454545454545454
19647330124362,Los Angeles,Los Angeles Unified,Valley Academy of Arts and Sciences,34.260352,-118.50353,97.5,0,0.0,5.7,32.5,65.5,0.5111856823266219,558.0,20.2,0.8,238.0,0.5156599552572707,357.6,0.8558558558558559,0.0,223.5,0.5272727272727272
19647330124388,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies-Social Justice Humanitas Academy,34.288462,-118.42073,95.6,0,0.0,18.7,49.6,97.2,0.8655804480651731,458.0,20.5,0.7878787878787878,113.0,0.48065173116089616,327.3,1.0,0.0,327.3,0.30303030303030304
19647330124396,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies-Academy of Scientific Exploration (ASE),34.288462,-118.42073,86.7,1,3.1,13.1,67.4,77.6,0.8864142538975501,420.0,21.9,0.75,98.0,0.44097995545657015,299.3,0.8974358974358975,0.0,299.3,0.5357142857142857
19647330124404,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies-Technology Preparatory Academy,34.288462,-118.42073,98.2,0,0.0,25.8,73.2,38.9,0.9329446064139941,327.0,19.6,0.8695652173913043,55.0,0.49271137026239065,414.0,0.7064220183486238,0.0,137.2,0.4782608695652174
19647330124479,Los Angeles,Los Angeles Unified,Dr. Maya Angelou Community High,33.994220,-118.27010,76.2,1,2.3,37.7,89.9,61.3,0.9624413145539906,1047.0,19.8,0.8472222222222222,214.0,0.4356807511737089,355.0,0.47,0.0,177.5,0.4166666666666667
19647330124487,Los Angeles,Los Angeles Unified,Public Service Community at Diego Rivera Learning Complex,33.984122,-118.25611,91.0,0,1.6,28.4,78.2,58.6,0.969639468690702,522.0,20.7,0.8387096774193549,122.0,0.5180265654648957,263.5,0.9784172661870504,0.0,351.3,0.41935483870967744
19647330124495,Los Angeles,Los Angeles Unified,Communication and Technology at Diego Rivera Learning Complex,33.984122,-118.25611,78.6,1,1.7,35.1,84.4,67.4,0.9584905660377359,519.0,21.9,0.7333333333333333,117.0,0.44528301886792454,414.0,0.632258064516129,0.0,353.3,0.5
19647330124503,Los Angeles,Los Angeles Unified,Diego Rivera Learning Complex Green Design STEAM Academy,33.984122,-118.25611,87.1,1,1.6,25.1,65.1,76.9,0.9644760213143873,554.0,19.2,0.8787878787878788,124.0,0.4724689165186501,563.0,0.9645390070921985,0.0,563.0,0.42424242424242425
19647330124511,Los Angeles,Los Angeles Unified,Performing Arts Community at Diego Rivera Learning Complex,33.984122,-118.25611,88.7,1,0.0,37.3,78.7,74.5,0.9661733615221987,463.0,19.3,0.6774193548387096,106.0,0.5285412262156448,473.0,0.9147286821705426,0.0,157.7,0.3870967741935484
19647330125989,Los Angeles,Los Angeles Unified,STEM Academy at Bernstein High,34.095061,-118.31392,99.3,0,0.0,13.6,44.5,89.0,0.9316666666666666,581.0,21.1,0.90625,137.0,0.4716666666666667,414.0,0.7701149425287356,0.0,300.0,0.46875
19647330126482,Los Angeles,Los Angeles Unified,Augustus Hawkins High,33.985536,-118.28800,82.9,1,1.8,36.6,79.9,42.4,0.9535545023696682,1029.0,19.4,0.7916666666666666,111.0,0.5014218009478673,263.8,0.8880597014925373,0.0,150.7,0.4305555555555556
19647330126516,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High A Huntington Park Institute of Applied Medicine,33.981804,-118.23372,95.0,0,1.7,5.4,69.5,75.6,0.90956749672346,727.0,22.6,0.9148936170212766,181.0,0.48230668414154654,381.5,1.0819672131147542,0.0,138.7,0.3617021276595745
19647330126524,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High B LIBRA Academy,33.981804,-118.23372,96.4,0,0.6,17.9,74.5,67.7,0.9206842923794712,618.0,26.0,0.8285714285714286,167.0,0.48055987558320373,257.2,0.9698795180722891,0.0,214.3,0.4
19647330126532,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High C School of Social Justice,33.981804,-118.23372,91.0,0,2.1,20.5,66.1,45.8,0.9291101055806938,637.0,24.3,0.9459459459459459,144.0,0.43137254901960786,221.0,0.7608695652173914,0.0,221.0,0.40540540540540543
19647330126540,Los Angeles,Los Angeles Unified,"Science, Technology, Engineering, Arts and Mathematics at Legacy High School Complex",33.941328,-118.17894,97.0,0,2.2,11.5,65.9,58.5,0.8044596912521441,512.0,21.6,0.8918918918918919,134.0,0.5214408233276158,388.7,1.2820512820512822,0.0,233.2,0.40540540540540543
19647330126557,Los Angeles,Los Angeles Unified,Visual and Performing Arts at Legacy High School Complex,33.941328,-118.17894,88.6,1,0.0,15.8,82.0,34.6,0.8524229074889867,415.0,20.2,0.7586206896551724,88.0,0.5022026431718062,227.0,0.9065420560747663,0.0,302.7,0.3793103448275862
19647330126573,Los Angeles,Los Angeles Unified,Mervyn M. Dymally High,33.957150,-118.26875,83.3,1,3.2,38.4,79.5,39.2,0.9618768328445748,668.0,19.2,0.6666666666666666,156.0,0.4398826979472141,227.3,0.6820276497695853,0.0,341.0,0.5208333333333334
19647330126615,Los Angeles,Los Angeles Unified,Academies of Education and Empowerment at Carson High,33.823923,-118.27585,90.3,0,0.0,11.2,48.2,66.1,0.5685884691848907,329.0,21.9,0.896551724137931,124.0,0.4711729622266402,251.5,0.905511811023622,0.0,503.0,0.41379310344827586
19647330126623,Los Angeles,Los Angeles Unified,Academy of Medical Arts at Carson High,33.823923,-118.27585,96.7,0,0.8,8.2,55.1,69.7,0.5540838852097131,350.0,17.4,0.8620689655172413,123.0,0.48123620309050774,414.0,1.054054054054054,0.0,453.0,0.4482758620689655
19647330127787,Los Angeles,Los Angeles Unified,Humanities and Arts (HARTS) Academy of Los Angeles,33.804102,-118.30737,94.9,0,1.3,20.1,75.7,44.0,0.7107231920199502,323.0,17.4,0.9583333333333334,79.0,0.40648379052369077,414.0,0.5725806451612904,0.0,274.7,0.3333333333333333
19647330127795,Los Angeles,Los Angeles Unified,Contreras Learning Center-School of Social Justice,34.058179,-118.26087,72.3,1,3.6,31.6,80.5,66.7,0.9672897196261683,422.0,20.9,0.7857142857142857,112.0,0.530373831775701,214.0,1.2526315789473683,0.0,274.7,0.42857142857142855
19647330127803,Los Angeles,Los Angeles Unified,Early College Academy-LA Trade Tech College,34.033179,-118.27006,100.0,0,0.0,2.4,68.6,60.9,0.9152542372881356,168.0,18.6,0.9090909090909091,23.0,0.519774011299435,177.0,0.9166666666666666,0.0,274.7,0.36363636363636365
19647330129585,Los Angeles,Los Angeles Unified,Nava College Preparatory Academy,34.009547,-118.25116,93.1,0,1.3,21.9,53.8,64.2,0.9794871794871794,579.0,22.5,0.7777777777777778,159.0,0.5384615384615384,390.0,1.064102564102564,0.0,195.0,0.4166666666666667
19647330137091,Los Angeles,Los Angeles Unified,University Pathways Public Service Academy,33.961125,-118.24902,100.0,0,0.0,16.5,76.8,77.8,0.9514563106796117,301.0,21.3,0.55,45.0,0.5016181229773463,206.0,1.1333333333333333,0.0,309.0,0.45
19647331930650,Los Angeles,Los Angeles Unified,Phineas Banning Senior High,33.794038,-118.26080,91.1,0,1.2,23.2,79.9,50.3,0.8822355289421158,2340.0,21.3,0.8832116788321168,576.0,0.4502994011976048,357.9,0.7533512064343163,0.0,455.5,0.5036496350364964
19647331930866,Los Angeles,Los Angeles Unified,Bell Senior High,33.974658,-118.19031,84.4,1,1.7,15.8,67.1,62.6,0.8811013767209012,2268.0,22.8,0.8671875,481.0,0.44680851063829785,479.4,0.6478679504814305,0.0,299.6,0.484375
19647331930924,Los Angeles,Los Angeles Unified,Belmont Senior High,34.061222,-118.26301,64.3,1,5.2,40.9,89.7,60.1,0.9329805996472663,538.0,15.4,0.9375,230.0,0.47442680776014107,283.5,0.8695652173913043,0.0,113.4,0.4583333333333333
19647331931476,Los Angeles,Los Angeles Unified,Canoga Park Senior High,34.195573,-118.60579,83.5,1,1.6,23.5,81.1,51.5,0.8677852348993289,1342.0,20.7,0.90625,316.0,0.4147651006711409,496.7,0.5319548872180451,0.0,198.7,0.5104166666666666
19647331931526,Los Angeles,Los Angeles Unified,Carson Senior High,33.823776,-118.27575,90.7,0,1.2,13.2,65.5,53.7,0.6372688477951636,1038.0,21.7,0.810126582278481,345.0,0.5064011379800853,703.0,0.9887323943661972,0.0,255.6,0.4177215189873418
19647331932383,Los Angeles,Los Angeles Unified,Susan Miller Dorsey Senior High,34.022994,-118.34610,72.0,1,2.4,49.8,74.3,36.8,0.8743315508021391,670.0,16.1,0.8115942028985508,211.0,0.517379679144385,299.2,1.1428571428571428,0.0,115.1,0.391304347826087
19647331932920,Los Angeles,Los Angeles Unified,Fairfax Senior High,34.083741,-118.36072,90.5,0,0.5,10.1,70.8,57.5,0.6562683931724543,1216.0,20.6,0.7722772277227723,432.0,0.4785167745732784,377.6,1.0207253886010363,0.0,377.6,0.4752475247524752
19647331932987,Los Angeles,Los Angeles Unified,John H. Francis Polytechnic,34.221721,-118.40408,88.8,1,1.9,20.4,63.6,74.7,0.8870080406263224,2241.0,20.0,0.9115646258503401,642.0,0.44561997460854846,590.8,0.7133243606998654,0.0,196.9,0.43537414965986393
19647331933118,Los Angeles,Los Angeles Unified,John C. Fremont Senior High,33.970022,-118.26944,86.1,1,1.0,26.2,74.9,42.5,0.9671626475115443,1913.0,19.2,0.7703703703703704,410.0,0.4822986146741919,354.4,0.7920792079207921,0.0,185.6,0.5037037037037037
19647331933241,Los Angeles,Los Angeles Unified,Gardena Senior High,33.866372,-118.29633,88.1,1,2.1,21.6,85.6,46.8,0.8690958164642375,1375.0,19.9,0.8020833333333334,337.0,0.47300944669365724,296.4,0.7892156862745098,0.0,185.3,0.5
19647331933381,Los Angeles,Los Angeles Unified,James A. Garfield Senior High,34.025353,-118.15787,94.0,0,1.1,13.3,81.2,68.6,0.9107981220657277,2240.0,19.9,0.8802816901408451,569.0,0.5019206145966709,390.5,1.0415913200723328,0.0,312.4,0.5211267605633803
19647331933795,Los Angeles,Los Angeles Unified,Ulysses S. Grant Senior High,34.179356,-118.41580,86.6,1,3.4,15.4,79.9,53.7,0.8636859323882224,1677.0,21.7,0.8956521739130435,411.0,0.4531079607415485,333.5,0.6613756613756614,0.0,215.8,0.4434782608695652
19647331933852,Los Angeles,Los Angeles Unified,Alexander Hamilton Senior High,34.033458,-118.38969,90.1,0,1.4,11.3,61.6,64.4,0.603154305200341,1600.0,20.1,0.85,658.0,0.5136402387041773,521.3,1.0813308687615526,0.0,213.3,0.42142857142857143
19647331934033,Los Angeles,Los Angeles Unified,Hollywood Senior High,34.098357,-118.33872,88.8,1,0.9,21.5,75.9,59.0,0.9001650165016502,1117.0,18.7,0.8961038961038961,330.0,0.46534653465346537,484.8,0.9070422535211268,0.0,303.0,0.35064935064935066
19647331934157,Los Angeles,Los Angeles Unified,Huntington Park Senior High,33.986707,-118.21921,80.6,1,6.9,31.7,76.8,55.1,0.9271477663230241,1410.0,21.6,0.7659574468085106,304.0,0.4329896907216495,264.5,0.5717299578059072,0.0,264.5,0.5
19647331934371,Los Angeles,Los Angeles Unified,Thomas Jefferson Senior High,34.009239,-118.25154,79.7,1,1.4,33.5,82.8,49.1,0.9782608695652174,729.0,21.6,0.8888888888888888,143.0,0.4361413043478261,245.3,0.5428571428571428,0.0,210.3,0.4888888888888889
19647331934454,Los Angeles,Los Angeles Unified,Jordan High,33.943161,-118.23129,76.8,1,3.3,41.5,84.2,46.8,0.9743589743589743,771.0,16.8,0.5573770491803278,181.0,0.4564102564102564,390.0,0.7594339622641509,0.0,173.3,0.39344262295081966
19647331935121,Los Angeles,Los Angeles Unified,Abraham Lincoln Senior High,34.073873,-118.20386,86.0,1,6.4,17.0,62.3,50.0,0.9119266055045872,1039.0,18.5,0.9315068493150684,235.0,0.4853211009174312,363.3,0.9246575342465754,0.0,311.4,0.589041095890411
19647331935352,Los Angeles,Los Angeles Unified,Los Angeles Senior High,34.056695,-118.33316,77.5,1,4.2,22.7,80.4,42.5,0.9008662175168431,972.0,20.0,0.868421052631579,285.0,0.48893166506256014,259.8,0.9522184300341296,0.0,159.8,0.5
19647331935519,Los Angeles,Los Angeles Unified,Manual Arts Senior High,34.008208,-118.29160,83.9,1,2.0,35.4,82.3,57.8,0.9450867052023122,1009.0,15.8,0.7692307692307693,299.0,0.5423892100192679,173.0,1.1354581673306774,0.0,122.1,0.4945054945054945
19647331935568,Los Angeles,Los Angeles Unified,John Marshall Senior High,34.107762,-118.27756,92.2,0,2.6,9.7,74.1,71.7,0.5903193612774451,1368.0,20.7,0.9122807017543859,579.0,0.49700598802395207,501.0,1.034068136272545,0.0,316.4,0.4649122807017544
19647331935865,Los Angeles,Los Angeles Unified,James Monroe High,34.237885,-118.47637,80.7,1,4.9,22.2,74.1,52.3,0.9159707724425887,1801.0,21.3,0.8360655737704918,450.0,0.4681628392484342,479.0,0.7642436149312377,0.0,201.7,0.39344262295081966
19647331936160,Los Angeles,Los Angeles Unified,Nathaniel Narbonne Senior High,33.804075,-118.30731,90.3,0,1.8,20.9,79.1,55.1,0.7197771587743732,1432.0,18.7,0.8050847457627118,452.0,0.4668523676880223,448.8,0.8045267489711934,0.0,326.4,0.4915254237288136
19647331936350,Los Angeles,Los Angeles Unified,North Hollywood Senior High,34.165883,-118.38782,96.7,0,0.4,11.6,75.0,58.0,0.5636007827788649,1600.0,21.7,0.8102189781021898,547.0,0.46966731898238745,638.8,0.87518573551263,0.0,283.9,0.4306569343065693
19647331937424,Los Angeles,Los Angeles Unified,Theodore Roosevelt Senior High,34.039470,-118.20986,83.8,1,3.7,33.8,83.7,52.8,0.942189421894219,1571.0,19.6,0.7476635514018691,296.0,0.44649446494464945,406.5,0.789587852494577,0.0,191.3,0.4485981308411215
19647331937622,Los Angeles,Los Angeles Unified,San Fernando Senior High,34.272472,-118.44210,92.0,0,4.0,20.2,81.6,56.4,0.8757700205338809,1809.0,20.0,0.8828125,449.0,0.45790554414784396,389.6,0.8180112570356473,0.0,205.1,0.4765625
19647331937838,Los Angeles,Los Angeles Unified,San Pedro Senior High,33.729644,-118.30067,94.8,0,0.2,16.1,82.5,56.3,0.5211057153530071,1580.0,22.4,0.8368794326241135,553.0,0.4699290250280164,535.4,0.8481751824817518,0.0,446.2,0.5460992907801419
19647331938307,Los Angeles,Los Angeles Unified,South Gate Senior High,33.954632,-118.20975,90.3,0,1.0,23.6,76.3,46.0,0.8714515265131226,1737.0,20.6,0.8016528925619835,517.0,0.49491162292447777,373.4,1.0176991150442478,0.0,248.9,0.5619834710743802
19647331938968,Los Angeles,Los Angeles Unified,Van Nuys Senior High,34.189555,-118.45314,87.1,1,1.1,13.5,60.8,61.0,0.7981651376146789,2040.0,20.2,0.9568345323741008,636.0,0.4641367806505421,532.9,0.7544378698224852,0.0,342.6,0.4748201438848921
19647331939040,Los Angeles,Los Angeles Unified,Venice Senior High,33.998856,-118.44283,86.5,1,1.2,12.4,60.2,65.0,0.5860215053763441,1375.0,22.0,0.8017241379310345,502.0,0.43841642228739003,409.2,0.7362270450751253,0.0,292.3,0.41379310344827586
19647331939107,Los Angeles,Los Angeles Unified,Verdugo Hills Senior High,34.261842,-118.29798,92.4,0,2.1,11.2,78.4,62.4,0.660234899328859,924.0,17.8,0.9493670886075949,288.0,0.4899328859060403,397.3,0.909967845659164,0.0,264.9,0.4177215189873418
19647331939305,Los Angeles,Los Angeles Unified,George Washington Preparatory High,33.937748,-118.30461,73.6,1,2.6,45.5,88.7,39.4,0.958041958041958,690.0,19.3,0.9090909090909091,193.0,0.48391608391608393,238.3,0.7707317073170732,0.0,102.1,0.4727272727272727
19647331939859,Los Angeles,Los Angeles Unified,Woodrow Wilson Senior High,34.070754,-118.18616,85.6,1,2.1,23.6,67.7,58.1,0.8982169390787519,1265.0,15.5,0.875,340.0,0.48959881129271915,336.5,0.887240356083086,0.0,207.1,0.4107142857142857
